report_id,district,date_of_report,victim_age,victim_gender,reporter_type,description,abuse_types,risk_level,follow_up_required,case_status,urban_rural,Physical violence,Sexual abuse,Emotional abuse,Neglect (basic needs),Child labor,Early marriage,Exploitation,Educational deprivation,Abandonment,Cyber exploitation,follow_up_Yes,follow_up_No,follow_up_pending
58068090,Jhalokati,1/25/2023,15,Female,Anonymous,Child observed unexplained injuries. Case requires immediate attention.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
59631669,Rajbari,7/5/2022,13,Male,Social worker,"Child subjected to forced labor, reported harassment, observed unexplained injuries. Multiple similar reports in area.","Exploitation, Sexual abuse, Physical violence",severe,Yes,Closed,Urban,1,1,0,0,0,0,1,0,0,0,1,0,0
27605548,Rangamati,9/22/2023,6,Male,Community leader,Child left at hospital for weeks. Family denies allegations.,Abandonment,medium,No,Open,Urban,0,0,0,0,0,0,0,0,1,0,0,1,0
79262753,Sirajganj,10/24/2023,17,Female,Teacher,"Child subjected to sexual exploitation, appears poorly clothed. Multiple similar reports in area.","Exploitation, Neglect (basic needs)",severe,Yes,Closed,Rural,0,0,0,1,0,0,1,0,0,0,1,0,0
68515481,Narayanganj,5/10/2024,1,Female,Teacher,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,Pending,Investigation,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
61034026,Munshiganj,6/25/2024,4,Male,Child helpline,Child observed burns. Case requires immediate attention.,Physical violence,medium,Yes,Open,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
62479715,Munshiganj,4/26/2023,11,Male,Social worker,Child engaged in excessive working hours. Multiple similar reports in area.,Child labor,mild,Pending,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,0,0,1
99219109,Sunamganj,12/30/2023,6,Male,Family member (aunt),Child observed unexplained injuries. Family denies allegations.,Physical violence,medium,Yes,Closed,Rural,1,0,0,0,0,0,0,0,0,0,1,0,0
37215383,Barishal,8/6/2023,13,Female,Family member (aunt),Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Yes,Closed,Rural,0,0,0,0,0,0,1,0,0,0,1,0,0
12848190,Gaibandha,4/2/2025,12,Female,Neighbor,Child shows signs of depression. Multiple similar reports in area.,Emotional abuse,mild,Pending,Open,Rural,0,0,1,0,0,0,0,0,0,0,0,0,1
27056045,Cox's Bazar,7/12/2024,7,Female,Family member (grandparent),"Child shows signs of depression, observed bruises. Family denies allegations.","Emotional abuse, Physical violence",severe,Pending,Open,Urban,1,0,1,0,0,0,0,0,0,0,0,0,1
51060722,Bhola,1/15/2024,6,Female,Healthcare worker,Child left with neighbors for weeks. Case requires immediate attention.,Abandonment,medium,No,Closed,Rural,0,0,0,0,0,0,0,0,1,0,0,1,0
25563522,Manikganj,7/25/2022,16,Male,Anonymous,Child shows signs of anxiety. Case requires immediate attention.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
94412661,Natore,11/23/2022,12,Male,Community leader,"Child subjected to forced labor, not attending school since 2 years. Family denies allegations.","Exploitation, Educational deprivation",medium,Yes,Open,Rural,0,0,0,0,0,0,1,1,0,0,1,0,0
43362904,Gopalganj,11/22/2024,6,Male,NGO staff,"Child left with neighbors for days, not attending school since 6 months. Multiple similar reports in area.","Abandonment, Educational deprivation",medium,No,Open,Rural,0,0,0,0,0,0,0,1,1,0,0,1,0
26823118,Natore,9/18/2024,16,Other,Relative,Child reported harassment. Family denies allegations.,Sexual abuse,medium,Yes,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
90073035,Khagrachhari,12/4/2022,15,Female,Neighbor,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,Yes,Open,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
86520697,Thakurgaon,8/29/2022,16,Female,Neighbor,Child shows signs of anxiety. Case requires immediate attention.,Emotional abuse,mild,Yes,Investigation,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
88013940,Feni,7/20/2021,11,Male,Social worker,Child reported harassment. Family denies allegations.,Sexual abuse,medium,Yes,Closed,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
93933167,Manikganj,5/3/2023,16,Male,Child helpline,Child shows signs of anxiety. Family denies allegations.,Emotional abuse,mild,Pending,Open,Urban,0,0,1,0,0,0,0,0,0,0,0,0,1
11217701,Feni,4/16/2025,2,Female,Anonymous,Child engaged in factory labor. Multiple similar reports in area.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
21617781,Feni,8/23/2024,,Female,Child helpline,"Child subjected to forced labor, not attending school since 6 months. Multiple similar reports in area.","Exploitation, Educational deprivation",medium,Pending,Open,Rural,0,0,0,0,0,0,1,1,0,0,0,0,1
74577249,Madaripur,3/17/2023,11,Male,Family member (father),Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
8427962,Habiganj,4/14/2024,2,Male,Neighbor,Child appears without proper shelter. Corroborating evidence exists.,Neglect (basic needs),mild,No,Closed,Rural,0,0,0,1,0,0,0,0,0,0,0,1,0
44199207,Netrokona,4/30/2022,7,Male,Relative,Child arranged marriage at age 16. Case requires immediate attention.,Early marriage,medium,Yes,Open,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
30793229,Chandpur,5/7/2023,9,Female,NGO staff,Child not attending school since 2 years. Corroborating evidence exists.,Educational deprivation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
88349007,Bhola,3/9/2025,15,Male,Social worker,Child reported inappropriate touching. Multiple similar reports in area.,Sexual abuse,medium,Yes,Investigation,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
39132013,Rajshahi,12/22/2024,15,Female,Neighbor,"Child appears malnourished, not attending school since 6 months. Family denies allegations.","Neglect (basic needs), Educational deprivation",medium,Yes,Open,Rural,0,0,0,1,0,0,0,1,0,0,1,0,0
75871373,Narsingdi,1/29/2025,4,Female,Child helpline,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Pending,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,0,1
44618153,Shariatpur,11/8/2021,2,Female,Relative,"Child arranged marriage at age 14, subjected to sexual exploitation. Corroborating evidence exists.","Early marriage, Exploitation",severe,Yes,Open,Rural,0,0,0,0,0,1,1,0,0,0,1,0,0
2292286,Rangamati,11/29/2021,6,Female,Neighbor,"Child left with neighbors for weeks, observed fractures. Case requires immediate attention.","Abandonment, Physical violence",severe,Pending,Investigation,Rural,1,0,0,0,0,0,0,0,1,0,0,0,1
98970611,Pabna,8/6/2022,6,Female,Healthcare worker,Child observed fractures. Family denies allegations.,Physical violence,medium,No,Closed,Urban,1,0,0,0,0,0,0,0,0,0,0,1,0
35107448,Rajbari,6/4/2024,17,Male,Family member (mother),"Child arranged marriage at age 12, shows signs of anxiety. Case requires immediate attention.","Early marriage, Emotional abuse",severe,Yes,Open,Rural,0,0,1,0,0,1,0,0,0,0,1,0,0
69487681,Rajshahi,12/19/2023,15,Female,Police,Child reported assault. Corroborating evidence exists.,Sexual abuse,medium,Yes,Closed,Rural,0,1,0,0,0,0,0,0,0,0,1,0,0
21501388,Cox's Bazar,8/19/2023,,Female,Healthcare worker,Child subjected to begging ring. Case requires immediate attention.,Exploitation,medium,No,Closed,Rural,0,0,0,0,0,0,1,0,0,0,0,1,0
87883119,Sunamganj,1/22/2024,10,Other,NGO staff,Child subjected to sexual exploitation. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
94009708,Gaibandha,10/20/2023,11,Male,Teacher,"Child subjected to sexual exploitation, involved in sextortion, appears poorly clothed. Corroborating evidence exists.","Exploitation, Cyber exploitation, Neglect (basic needs)",severe,Pending,Investigation,Urban,0,0,0,1,0,0,1,0,0,1,0,0,1
62772542,Panchagarh,1/2/2024,7,Female,Social worker,"Child left with neighbors for weeks, arranged marriage at age 17. Corroborating evidence exists.","Abandonment, Early marriage",severe,Yes,Open,Rural,0,0,0,0,0,1,0,0,1,0,1,0,0
19192345,Bandarban,3/17/2024,11,Female,Community leader,Child appears without proper shelter. Corroborating evidence exists.,Neglect (basic needs),mild,No,Closed,Rural,0,0,0,1,0,0,0,0,0,0,0,1,0
59117057,Netrokona,12/1/2023,13,Male,Healthcare worker,"Child appears malnourished, shows signs of fearfulness. Multiple similar reports in area.","Neglect (basic needs), Emotional abuse",medium,Yes,Investigation,Rural,0,0,1,1,0,0,0,0,0,0,1,0,0
29139854,Gazipur,7/17/2020,13,Other,Child helpline,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Closed,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
12860500,Narsingdi,6/5/2023,4,Male,Police,"Child left at hospital for days, arranged marriage at age 16. Family denies allegations.","Abandonment, Early marriage",severe,No,Investigation,Urban,0,0,0,0,0,1,0,0,1,0,0,1,0
98237783,Joypurhat,8/24/2023,12,Male,Police,"Child involved in online harassment, arranged marriage at age 12. Multiple similar reports in area.","Cyber exploitation, Early marriage",severe,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,1,1,0,0
43143451,Shariatpur,10/18/2023,9,Female,Family member (aunt),Child not attending school since 2 years. Multiple similar reports in area.,Educational deprivation,mild,No,Open,Urban,0,0,0,0,0,0,0,1,0,0,0,1,0
69949805,Shariatpur,7/6/2022,6,Male,Community leader,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
7564378,Jamalpur,12/5/2024,2,Female,Healthcare worker,Child subjected to begging ring. Case requires immediate attention.,Exploitation,medium,Yes,Investigation,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
29266802,Rangpur,7/11/2022,12,Male,Neighbor,Child shows signs of anxiety. Multiple similar reports in area.,Emotional abuse,mild,Pending,Closed,Rural,0,0,1,0,0,0,0,0,0,0,0,0,1
51661259,Nilphamari,5/7/2024,10,Female,Family member (grandparent),"Child shows signs of depression, subjected to begging ring. Family denies allegations.","Emotional abuse, Exploitation",severe,Pending,Open,Rural,0,0,1,0,0,0,1,0,0,0,0,0,1
42975314,Noakhali,6/28/2022,10,Female,Social worker,Child appears poorly clothed. Family denies allegations.,Neglect (basic needs),mild,Yes,Open,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
98466053,Pirojpur,2/27/2025,7,Female,Teacher,"Child arranged marriage at age 14, left with neighbors for days. Corroborating evidence exists.","Early marriage, Abandonment",severe,Yes,Open,Rural,0,0,0,0,0,1,0,0,1,0,1,0,0
58812297,Habiganj,6/11/2022,11,Male,Police,"Child left at hospital for weeks, involved in grooming. Case requires immediate attention.","Abandonment, Cyber exploitation",severe,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,1,1,0,0
80332653,Barishal,12/26/2022,6,Female,Neighbor,"Child arranged marriage at age 15, reported harassment. Case requires immediate attention.","Early marriage, Sexual abuse",severe,Pending,Open,Rural,0,1,0,0,0,1,0,0,0,0,0,0,1
39201983,Lakshmipur,11/1/2022,12,Female,Relative,Child appears without proper shelter. Family denies allegations.,Neglect (basic needs),mild,Yes,Open,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
81279673,Munshiganj,8/19/2023,,Female,Healthcare worker,"Child shows signs of fearfulness, subjected to begging ring. Multiple similar reports in area.","Emotional abuse, Exploitation",severe,Yes,Open,Rural,0,0,1,0,0,0,1,0,0,0,1,0,0
3851823,Rangpur,1/25/2023,8,Male,NGO staff,"Child arranged marriage at age 14, involved in sextortion. Corroborating evidence exists.","Early marriage, Cyber exploitation",severe,Yes,Closed,Rural,0,0,0,0,0,1,0,0,0,1,1,0,0
14616261,Chattogram,8/7/2024,17,Female,Relative,Child shows signs of fearfulness. Family denies allegations.,Emotional abuse,mild,Yes,Investigation,Rural,0,0,1,0,0,0,0,0,0,0,1,0,0
35779284,Lalmonirhat,4/24/2023,2,Male,Anonymous,Child shows signs of depression. Multiple similar reports in area.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
68216444,Cox's Bazar,3/23/2024,12,Female,Healthcare worker,Child reported harassment. Case requires immediate attention.,Sexual abuse,medium,Pending,Closed,Urban,0,1,0,0,0,0,0,0,0,0,0,0,1
50842847,Pabna,11/25/2023,9,Female,Relative,Child left at hospital for weeks. Case requires immediate attention.,Abandonment,medium,Yes,Closed,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
3918231,Shariatpur,7/6/2024,13,Male,Anonymous,Child engaged in excessive working hours. Case requires immediate attention.,Child labor,mild,Yes,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
84313948,Feni,3/26/2022,17,Male,Police,Child reported inappropriate touching. Corroborating evidence exists.,Sexual abuse,medium,Pending,Open,Rural,0,1,0,0,0,0,0,0,0,0,0,0,1
76782651,Mymensingh,1/9/2021,11,Female,Teacher,Child subjected to sexual exploitation. Corroborating evidence exists.,Exploitation,medium,Pending,Investigation,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
57402915,Sylhet,4/28/2022,5,Male,Teacher,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Pending,Investigation,Rural,0,0,0,0,1,0,0,0,0,0,0,0,1
19468221,Pirojpur,5/18/2022,6,Female,Anonymous,Child shows signs of withdrawal. Multiple similar reports in area.,Emotional abuse,mild,Yes,Investigation,Urban,0,0,1,0,0,0,0,0,0,0,1,0,0
92792825,Bogra,1/17/2024,7,Male,Community leader,Child left at home alone for days. Multiple similar reports in area.,Abandonment,medium,Yes,Open,Rural,0,0,0,0,0,0,0,0,1,0,1,0,0
86870940,Chandpur,11/12/2024,3,Female,Neighbor,"Child appears without proper shelter, arranged marriage at age 12, reported inappropriate touching. Corroborating evidence exists.","Neglect (basic needs), Early marriage, Sexual abuse",severe,Pending,Closed,Urban,0,1,0,1,0,1,0,0,0,0,0,0,1
1985643,Thakurgaon,12/2/2023,10,Female,Healthcare worker,"Child appears without proper shelter, subjected to sexual exploitation. Multiple similar reports in area.","Neglect (basic needs), Exploitation",severe,Yes,Investigation,Urban,0,0,0,1,0,0,1,0,0,0,1,0,0
43598999,Noakhali,11/23/2022,15,Male,Child helpline,"Child observed fractures, not attending school since 2 years. Corroborating evidence exists.","Physical violence, Educational deprivation",medium,Pending,Closed,Urban,1,0,0,0,0,0,0,1,0,0,0,0,1
12021382,Patuakhali,9/15/2022,13,Male,Anonymous,Child not attending school since 1 year. Family denies allegations.,Educational deprivation,mild,Yes,Investigation,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
35910758,Gazipur,7/9/2022,14,Male,Neighbor,Child arranged marriage at age 16. Multiple similar reports in area.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
18185693,Bogra,11/30/2024,7,Male,Relative,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Open,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
8110742,Dinajpur,5/2/2024,16,Female,Police,Child observed unexplained injuries. Family denies allegations.,Physical violence,medium,No,Open,Urban,1,0,0,0,0,0,0,0,0,0,0,1,0
72814311,Shariatpur,6/25/2021,12,Male,Police,Child appears poorly clothed. Case requires immediate attention.,Neglect (basic needs),mild,Yes,Investigation,Rural,0,0,0,1,0,0,0,0,0,0,1,0,0
45201714,Narayanganj,1/16/2024,13,Male,Family member (mother),Child appears without proper shelter. Family denies allegations.,Neglect (basic needs),mild,Yes,Open,Urban,0,0,0,1,0,0,0,0,0,0,1,0,0
63862376,Rajbari,10/1/2023,4,Female,Community leader,Child not attending school since 1 year. Corroborating evidence exists.,Educational deprivation,mild,No,Open,Rural,0,0,0,0,0,0,0,1,0,0,0,1,0
15860449,Chandpur,4/20/2023,14,Male,Neighbor,Child observed burns. Multiple similar reports in area.,Physical violence,medium,No,Open,Rural,1,0,0,0,0,0,0,0,0,0,0,1,0
16348782,Cox's Bazar,7/28/2023,15,Male,Teacher,"Child involved in grooming, appears poorly clothed. Case requires immediate attention.","Cyber exploitation, Neglect (basic needs)",medium,Pending,Closed,Urban,0,0,0,1,0,0,0,0,0,1,0,0,1
79664311,Thakurgaon,4/19/2022,7,Male,Teacher,"Child engaged in factory labor, arranged marriage at age 17. Family denies allegations.","Child labor, Early marriage",severe,No,Closed,Urban,0,0,0,0,1,1,0,0,0,0,0,1,0
81424585,Noakhali,2/15/2023,8,Male,Family member (grandparent),"Child reported inappropriate touching, engaged in factory labor. Family denies allegations.","Sexual abuse, Child labor",severe,Yes,Open,Rural,0,1,0,0,1,0,0,0,0,0,1,0,0
99008032,Khagrachhari,4/11/2023,15,Female,NGO staff,Child observed unexplained injuries. Corroborating evidence exists.,Physical violence,medium,No,Open,Urban,1,0,0,0,0,0,0,0,0,0,0,1,0
57571890,Munshiganj,1/8/2024,9,Female,Community leader,"Child reported harassment, left at home alone for days, arranged marriage at age 12. Case requires immediate attention.","Sexual abuse, Abandonment, Early marriage",severe,Pending,Open,Urban,0,1,0,0,0,1,0,0,1,0,0,0,1
16151899,Sylhet,4/20/2024,14,Male,Neighbor,Child subjected to forced labor. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
65709312,Sunamganj,12/27/2024,12,Female,NGO staff,"Child appears without proper shelter, shows signs of fearfulness. Corroborating evidence exists.","Neglect (basic needs), Emotional abuse",medium,Yes,Investigation,Rural,0,0,1,1,0,0,0,0,0,0,1,0,0
6981089,Chandpur,12/19/2023,9,Female,Child helpline,"Child reported harassment, subjected to sexual exploitation. Corroborating evidence exists.","Sexual abuse, Exploitation",severe,Yes,Investigation,Rural,0,1,0,0,0,0,1,0,0,0,1,0,0
20973334,Chapai Nawabganj,1/6/2023,7,Female,Police,Child appears poorly clothed. Corroborating evidence exists.,Neglect (basic needs),mild,No,Open,Rural,0,0,0,1,0,0,0,0,0,0,0,1,0
1872054,Jhalokati,11/12/2024,13,Female,Child helpline,Child appears poorly clothed. Case requires immediate attention.,Neglect (basic needs),mild,Pending,Open,Rural,0,0,0,1,0,0,0,0,0,0,0,0,1
51435242,Kishoreganj,1/25/2025,11,Female,Police,"Child not attending school since 1 year, appears malnourished. Multiple similar reports in area.","Educational deprivation, Neglect (basic needs)",medium,Pending,Closed,Rural,0,0,0,1,0,0,0,1,0,0,0,0,1
76915997,Chattogram,6/29/2024,8,Female,Child helpline,"Child left with neighbors for weeks, not attending school since 2 years. Case requires immediate attention.","Abandonment, Educational deprivation",medium,Pending,Investigation,Urban,0,0,0,0,0,0,0,1,1,0,0,0,1
37528821,Sirajganj,6/21/2024,11,Male,NGO staff,Child engaged in factory labor. Multiple similar reports in area.,Child labor,mild,Yes,Investigation,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
22896052,Chattogram,6/21/2024,12,Male,Social worker,"Child shows signs of fearfulness, left at home alone for weeks. Corroborating evidence exists.","Emotional abuse, Abandonment",severe,Yes,Open,Rural,0,0,1,0,0,0,0,0,1,0,1,0,0
56991105,Sunamganj,1/15/2023,10,Male,Teacher,Child engaged in factory labor. Corroborating evidence exists.,Child labor,mild,Yes,Closed,Rural,0,0,0,0,1,0,0,0,0,0,1,0,0
61989640,Brahmanbaria,8/26/2022,11,Male,Social worker,"Child subjected to begging ring, observed bruises, not attending school since 1 year. Multiple similar reports in area.","Exploitation, Physical violence, Educational deprivation",severe,Yes,Investigation,Rural,1,0,0,0,0,0,1,1,0,0,1,0,0
34215190,Joypurhat,11/11/2023,8,Male,Community leader,"Child arranged marriage at age 13, involved in grooming. Multiple similar reports in area.","Early marriage, Cyber exploitation",severe,Pending,Open,Urban,0,0,0,0,0,1,0,0,0,1,0,0,1
92026948,Gaibandha,6/12/2023,17,Female,Family member (father),"Child shows signs of depression, observed burns, not attending school since 6 months. Corroborating evidence exists.","Emotional abuse, Physical violence, Educational deprivation",severe,Yes,Closed,Rural,1,0,1,0,0,0,0,1,0,0,1,0,0
642157,Cumilla,7/4/2023,7,Male,NGO staff,"Child observed burns, appears malnourished. Corroborating evidence exists.","Physical violence, Neglect (basic needs)",severe,No,Investigation,Rural,1,0,0,1,0,0,0,0,0,0,0,1,0
12716085,Pirojpur,7/12/2022,10,Male,NGO staff,Child involved in online harassment. Corroborating evidence exists.,Cyber exploitation,mild,Yes,Investigation,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
89834291,Joypurhat,5/18/2023,4,Male,Community leader,"Child observed bruises, engaged in excessive working hours. Corroborating evidence exists.","Physical violence, Child labor",severe,Yes,Open,Urban,1,0,0,0,1,0,0,0,0,0,1,0,0
97864995,Shariatpur,7/3/2023,8,Male,Police,Child appears malnourished. Multiple similar reports in area.,Neglect (basic needs),mild,No,Investigation,Rural,0,0,0,1,0,0,0,0,0,0,0,1,0
97598390,Sylhet,4/11/2023,6,Male,Community leader,Child reported assault. Corroborating evidence exists.,Sexual abuse,medium,Yes,Open,Urban,0,1,0,0,0,0,0,0,0,0,1,0,0
89123665,Barishal,8/25/2023,1,Female,NGO staff,Child subjected to begging ring. Family denies allegations.,Exploitation,medium,Pending,Open,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
17765353,Sherpur,12/24/2023,6,Female,Healthcare worker,Child arranged marriage at age 14. Case requires immediate attention.,Early marriage,medium,Yes,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
53576849,Feni,3/16/2025,10,Male,Neighbor,"Child engaged in factory labor, observed fractures. Family denies allegations.","Child labor, Physical violence",severe,Yes,Open,Urban,1,0,0,0,1,0,0,0,0,0,1,0,0
53118363,Bhola,8/24/2023,10,Male,NGO staff,"Child engaged in hazardous work, observed unexplained injuries. Family denies allegations.","Child labor, Physical violence",severe,Yes,Open,Urban,1,0,0,0,1,0,0,0,0,0,1,0,0
80488374,Sherpur,6/7/2022,3,Male,Relative,"Child reported inappropriate touching, shows signs of withdrawal. Case requires immediate attention.","Sexual abuse, Emotional abuse",severe,Yes,Closed,Urban,0,1,1,0,0,0,0,0,0,0,1,0,0
34079305,Dinajpur,9/8/2023,11,Male,Teacher,"Child observed fractures, not attending school since 1 year. Family denies allegations.","Physical violence, Educational deprivation",medium,Pending,Open,Urban,1,0,0,0,0,0,0,1,0,0,0,0,1
3198078,Brahmanbaria,5/21/2022,10,Male,Healthcare worker,Child involved in online harassment. Case requires immediate attention.,Cyber exploitation,mild,No,Investigation,Rural,0,0,0,0,0,0,0,0,0,1,0,1,0
48862179,Cox's Bazar,5/10/2022,12,Male,Teacher,Child subjected to forced labor. Corroborating evidence exists.,Exploitation,medium,Pending,Open,Rural,0,0,0,0,0,0,1,0,0,0,0,0,1
91359293,Munshiganj,1/12/2022,6,Male,Anonymous,"Child involved in grooming, shows signs of fearfulness. Multiple similar reports in area.","Cyber exploitation, Emotional abuse",medium,Pending,Open,Rural,0,0,1,0,0,0,0,0,0,1,0,0,1
59410892,Thakurgaon,8/17/2023,14,Male,Healthcare worker,Child involved in online harassment. Case requires immediate attention.,Cyber exploitation,mild,Yes,Closed,Urban,0,0,0,0,0,0,0,0,0,1,1,0,0
22343285,Brahmanbaria,12/16/2024,16,Female,Social worker,Child arranged marriage at age 17. Corroborating evidence exists.,Early marriage,medium,Yes,Open,Rural,0,0,0,0,0,1,0,0,0,0,1,0,0
53103016,Nilphamari,4/9/2022,11,Female,Relative,Child arranged marriage at age 13. Family denies allegations.,Early marriage,medium,No,Closed,Urban,0,0,0,0,0,1,0,0,0,0,0,1,0
50430334,Feni,3/29/2024,7,Female,NGO staff,Child arranged marriage at age 14. Multiple similar reports in area.,Early marriage,medium,No,Investigation,Rural,0,0,0,0,0,1,0,0,0,0,0,1,0
5164622,Joypurhat,2/11/2025,14,Female,Teacher,Child observed burns. Family denies allegations.,Physical violence,medium,Yes,Open,Urban,1,0,0,0,0,0,0,0,0,0,1,0,0
97610285,Gopalganj,7/16/2024,17,Male,Social worker,"Child left at hospital for days, arranged marriage at age 14. Multiple similar reports in area.","Abandonment, Early marriage",severe,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,1,0,1,0,0
98901611,Jamalpur,2/9/2023,13,Male,Neighbor,"Child shows signs of anxiety, not attending school since 2 years. Corroborating evidence exists.","Emotional abuse, Educational deprivation",medium,Yes,Open,Rural,0,0,1,0,0,0,0,1,0,0,1,0,0
13000666,Chandpur,2/12/2024,13,Male,Police,Child not attending school since 1 year. Multiple similar reports in area.,Educational deprivation,mild,Yes,Closed,Urban,0,0,0,0,0,0,0,1,0,0,1,0,0
86072926,Sherpur,6/28/2024,10,Female,NGO staff,"Child engaged in hazardous work, reported inappropriate touching, not attending school since 6 months. Corroborating evidence exists.","Child labor, Sexual abuse, Educational deprivation",severe,Pending,Open,Urban,0,1,0,0,1,0,0,1,0,0,0,0,1
94401765,Panchagarh,3/20/2025,,Female,Teacher,"Child not attending school since 1 year, engaged in hazardous work. Case requires immediate attention.","Educational deprivation, Child labor",medium,Yes,Open,Rural,0,0,0,0,1,0,0,1,0,0,1,0,0
50788765,Thakurgaon,10/22/2023,13,Male,Neighbor,Child not attending school since 1 year. Family denies allegations.,Educational deprivation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,1,0,0,1,0,0
34045933,Barishal,9/18/2022,10,Male,Relative,Child subjected to begging ring. Multiple similar reports in area.,Exploitation,medium,Yes,Open,Urban,0,0,0,0,0,0,1,0,0,0,1,0,0
56772828,Bhola,7/18/2024,2,Female,Child helpline,Child arranged marriage at age 15. Multiple similar reports in area.,Early marriage,medium,Yes,Investigation,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
73335010,Thakurgaon,5/9/2023,9,Male,Community leader,"Child shows signs of anxiety, subjected to sexual exploitation. Case requires immediate attention.","Emotional abuse, Exploitation",severe,Yes,Open,Rural,0,0,1,0,0,0,1,0,0,0,1,0,0
37176930,Habiganj,8/4/2024,13,Female,Teacher,"Child arranged marriage at age 15, shows signs of anxiety. Multiple similar reports in area.","Early marriage, Emotional abuse",severe,Yes,Investigation,Urban,0,0,1,0,0,1,0,0,0,0,1,0,0
9346854,Rangamati,9/17/2022,11,Female,Police,Child arranged marriage at age 13. Case requires immediate attention.,Early marriage,medium,Yes,Open,Urban,0,0,0,0,0,1,0,0,0,0,1,0,0
52669779,Shariatpur,11/20/2024,12,Female,Family member (aunt),"Child involved in grooming, appears without proper shelter. Multiple similar reports in area.","Cyber exploitation, Neglect (basic needs)",medium,Yes,Investigation,Rural,0,0,0,1,0,0,0,0,0,1,1,0,0
95307966,Barguna,5/31/2024,8,Male,Relative,"Child left at home alone for days, not attending school since 1 year. Case requires immediate attention.","Abandonment, Educational deprivation",medium,Yes,Investigation,Urban,0,0,0,0,0,0,0,1,1,0,1,0,0
24626993,Patuakhali,4/15/2024,17,Male,Community leader,Child subjected to sexual exploitation. Family denies allegations.,Exploitation,medium,Pending,Closed,Urban,0,0,0,0,0,0,1,0,0,0,0,0,1
59123475,Faridpur,9/3/2021,16,Male,Teacher,Child engaged in excessive working hours. Case requires immediate attention.,Child labor,mild,Yes,Open,Urban,0,0,0,0,1,0,0,0,0,0,1,0,0
14605112,Gopalganj,11/9/2023,17,Male,Anonymous,"Child arranged marriage at age 14, not attending school since 2 years. Corroborating evidence exists.","Early marriage, Educational deprivation",medium,Pending,Open,Rural,0,0,0,0,0,1,0,1,0,0,0,0,1
18997282,Chattogram,9/24/2021,10,Female,Teacher,Child involved in online harassment. Family denies allegations.,Cyber exploitation,mild,Yes,Open,Rural,0,0,0,0,0,0,0,0,0,1,1,0,0
